"planet_id";"planet_name";"planet_status";"mass";"mass_error_min";"mass_error_max";"mass_sini";"mass_sini_error_min";"mass_sini_error_max";"radius";"radius_error_min";"radius_error_max";"orbital_period";"orbital_period_error_min";"orbital_period_error_max";"semi_major_axis";"semi_major_axis_error_min";"semi_major_axis_error_max";"eccentricity";"eccentricity_error_min";"eccentricity_error_max";"inclination";"inclination_error_min";"inclination_error_max";"angular_distance";"discovered";"updated";"omega";"omega_error_min";"omega_error_max";"tperi";"tperi_error_min";"tperi_error_max";"tconj";"tconj_error_min";"tconj_error_max";"tzero_tr";"tzero_tr_error_min";"tzero_tr_error_max";"tzero_tr_sec";"tzero_tr_sec_error_min";"tzero_tr_sec_error_max";"lambda_angle";"lambda_angle_error_min";"lambda_angle_error_max";"impact_parameter";"impact_parameter_error_min";"impact_parameter_error_max";"tzero_vr";"tzero_vr_error_min";"tzero_vr_error_max";"k";"k_error_min";"k_error_max";"temp_calculated";"temp_calculated_error_min";"temp_calculated_error_max";"temp_measured";"hot_point_lon";"geometric_albedo";"geometric_albedo_error_min";"geometric_albedo_error_max";"log_g";"publication";"detection_type";"mass_detection_type";"radius_detection_type";"alternate_names";"molecules";"star_name";"ra";"dec";"mag_v";"mag_i";"mag_j";"mag_h";"mag_k";"star_distance";"star_distance_error_min";"star_distance_error_max";"star_metallicity";"star_metallicity_error_min";"star_metallicity_error_max";"star_mass";"star_mass_error_min";"star_mass_error_max";"star_radius";"star_radius_error_min";"star_radius_error_max";"star_sp_type";"star_age";"star_age_error_min";"star_age_error_max";"star_teff";"star_teff_error_min";"star_teff_error_max";"star_detected_disc";"star_magnetic_field";"star_alternate_names";"x";"y";"z";"star_id";"distance_to_host_star"
1068;"HD 8574 b";"Confirmed";;;;"2.11";;;;;;"227.55";"0.77";"0.77";"0.77";;;"0.288";"0.053";"0.053";;;;"0.017421";2003;"2009-10-07";"3.6";"10.9";"10.9";"2451467.5";"6.6";"6.6";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Published in a refereed paper";"Radial Velocity";;;;;"HD 8574";21.3;28.5666667;"7.12";;;;;44.2;"1.7";"1.7";"0.05";"0.07";"0.07";"1.17";;;"1.37";;;"F8";"7.13";;;"6080.0";"50.0";"50.0";;;;36.1674617631057;14.10110409924;21.135599655479;7155;0.363302763955891
1069;"HD 86081 A b";"Confirmed";;;;"1.5";;;"1.08";;;"1.99809";"0.006778";"0.006778";"0.039";;;"0.0575";"0.108";"0.0501";;;;"0.000429";2006;"2019-12-12";"332.6";"71.5";"71.5";"2453753.2";"0.3";"0.3";;;;;;;;;;;;;;;;;;;"189.65";"12.09";"12.09";;;;;;;;;;"Published in a refereed paper";"Radial Velocity";;"Theoretical";"HD 86081 b";;"HD 86081 A";149.025;-3.8083333;"8.73";;;;;91;;;"0.257";"0.03";"0.03";"1.21";"0.05";"0.05";"1.22";"0.1";"0.1";"F8V";"6.21";;;"6028.0";"44.0";"44.0";;;"HD 86081";-77.8503789634881;46.7310065595333;-6.0441311347577;21437;3.15749984364353
1070;"HD 86226 b";"Confirmed";;;;"0.45";"0.05";"0.05";;;;"1628.0";"22.0";"22.0";"2.73";"0.06";"0.06";"0.059";"0.039";"0.062";;;;"0.061205";2010;"2020-07-29";"225.0";"153.0";"84.0";"2457308.0";"40.0";"40.0";;;;;;;;;;;;;;;;;;;"7.74";"0.7";"0.7";"176.0";"4.0";"4.0";;;;;;;"Published in a refereed paper";"Radial Velocity";"Radial Velocity";;;;"HD 86226";149.125;-24.0994444;"7.93";;;;;42.48;"1.53";"1.53";"-0.04";;;"1.02";;;;;;"G2V";;;;;;;;;;-33.2821810848243;19.8992558898747;-17.3455019318049;7288;2.56500036932179
1071;"HD 86264 b";"Confirmed";;;;"7.0";"1.6";"1.6";;;;"1475.0";"55.0";"55.0";"2.86";"0.07";"0.07";"0.7";"0.2";"0.2";;;;"0.039394";2009;"2009-08-12";"306.0";"10.0";"10.0";"15172.0";"114.0";"114.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Published in a refereed paper";"Radial Velocity";;;;;"HD 86264";149.2416667;-15.895;"7.42";;;;;72.6;;;"0.202";"0.04";"0.04";"1.42";"0.05";"0.05";"1.88";"0.12";"0.12";"F7V";"2.24";;;"6210.0";"44.0";"44.0";;;;-60.0021329882361;35.709334730349;-19.8833460458223;14238;3.82419977390024
1072;"HD 8673 A b";"Confirmed";;;;"14.2";"1.6";"1.6";;;;"1634.0";"17.0";"17.0";"3.02";"0.15";"0.15";"0.723";"0.016";"0.016";;;;"0.078954";2010;"2019-12-13";"323.4";"3.5";"3.5";"2454420.5";"7.9";"7.9";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Published in a refereed paper";"Radial Velocity";;;"HD 8673 b";;"HD 8673 A";21.5333333;34.5794444;"7.57";;;;;38.25;"1.2";"1.2";"0.14";"0.05";"0.05";"1.35";"0.1";"0.1";"1.39";"0.1";"0.1";"F7 V";"1.95";;;"6472.0";"51.0";"51.0";;;"HD 8673";29.2946939337984;11.5591787569275;21.708726212988;5096;2.18784902707912
1073;"HD 86950 b";"Confirmed";;;;"3.6";"0.7";"0.7";;;;"1270.0";"57.0";"57.0";"2.72";"0.08";"0.08";"0.17";"0.16";"0.16";;;;;2016;"2017-06-29";"243.0";"70.0";"70.0";"2454245.0";"161.0";"161.0";;;;;;;;;;;;;;;;;;;"49.0";"12.0";"12.0";;;;;;;;;;"Published in a refereed paper";"Radial Velocity";"Radial Velocity";;;;"HD 86950";150.408333346;-17.333055575;"7.46";;;;;169;"22.0";"22.0";"0.04";"0.1";"0.1";"1.66";"0.25";"0.25";"8.8";"0.6";"0.6";"K1 III";;;;"4805.0";"100.0";"100.0";;;;-140.283339458777;79.665042665716;-50.3494354224875;47544;0.081229551390331
1076;"HD 87883 b";"Confirmed";"81.9";"71.9";"173.9";"12.1";"10.0";"9.3";;;;"2754.0";"87.0";"87.0";"3.6";"0.08";"0.08";"0.53";"0.12";"0.12";"8.5";"3.7";"3.7";"0.198895";2009;"2014-05-27";"191.0";"15.0";"15.0";"11139.0";"90.0";"90.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Published in a refereed paper";"Radial Velocity";;;;;"HD 87883";152.1791667;34.2422222;"7.57";;;;;18.1;;;"0.093";"0.04";"0.04";"0.82";"0.04";"0.04";"0.76";"0.03";"0.03";"K0V";"9.8";;;"4980.0";"44.0";"44.0";;;;-13.2331435772016;6.9831955626802;10.184738131073;1543;0.10500001838811
1077;"HD 88133 b";"Confirmed";;;;"0.3";;;"1.0";;;"3.41566";"0.00084";"0.00084";"0.047";;;"0.0761";"0.0508";"0.0761";;;;"0.000631";2004;"2015-02-24";"357.2";"60.4";"60.4";"2453180.0";;;;;;;;;;;;;;;;;;;;;"34.13";"3.57";"3.57";;;;;;;;;;"Published in a refereed paper";"Radial Velocity";"Radial Velocity";"Theoretical";;;"HD 88133";152.5291667;18.1866667;"8.01";;;;;74.5;;;"0.34";"0.04";"0.04";"1.2";"0.2";"0.2";"1.93";;;"G5 IV";"9.56";;;"5494.0";;;;;;-62.7977749037754;32.6498328260566;23.2524812345976;15413;3.52556602107236
1078;"HD 89307 b";"Confirmed";;;;"2.0";"0.4";"0.4";;;;"2199.0";"61.0";"61.0";"3.34";"0.17";"0.17";"0.25";"0.09";"0.09";;;;"0.108091";2004;"2012-05-24";"14.0";"33.0";"33.0";"2454549.0";"190.0";"190.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Published in a refereed paper";"Radial Velocity";;;;;"HD 89307";154.5875;12.6208333;"7.06";;;;;30.9;;;"-0.14";"0.04";"0.04";"1.028";"0.04";"0.04";"1.05";"0.04";"0.04";"G0V";"6.76";;;"5950.0";"44.0";"44.0";;;;-27.2357854558396;12.9397841599493;6.75159066423607;4383;1.4625004662279
1080;"HD 89744 b";"Confirmed";"10.32";"1.38";"2.43";"8.35";"0.18";"0.18";;;;"256.78";"0.02";"0.02";"0.917";"0.009";"0.009";"0.677";"0.003";"0.003";"54.0";"12.0";"12.0";"0.022";2000;"2019-03-05";"193.7";"0.4";"0.4";;;;;;;;;;;;;;;;;;;"964.0";"2.0";"2.0";"269.66";"1.45";"1.45";;;;;;;;;;"Published in a refereed paper";"Radial Velocity";"Radial Velocity";;;;"HD 89744";155.5416667;41.2294444;"5.74";;;;;40;;;"0.18";;;"1.4";"0.09";"0.09";"2.14";"0.1";"0.1";"F7 V";"2.04";;;"6196.0";"43.0";"43.0";;;;-27.3834775349449;12.4553279665199;26.3630416177571;5849;0.567859457423256
1081;"HD 89744 c";"Confirmed";;;;"5.36";"4.57";"4.57";;;;"6974.0";"2161.0";"2161.0";"8.3";"1.8";"1.8";"0.29";"0.12";"0.12";;;;;2013;"2019-03-05";"174.0";"26.0";"26.0";;;;;;;;;;;;;;;;;;;;;;"45.1";"38.5";"38.5";;;;;;;;;;"Published in a refereed paper";"Radial Velocity";"Radial Velocity";;;;"HD 89744";155.5416667;41.2294444;"5.74";;;;;40;;;"0.18";;;"1.4";"0.09";"0.09";"2.14";"0.1";"0.1";"F7 V";"2.04";;;"6196.0";"43.0";"43.0";;;;-27.3834775349449;12.4553279665199;26.3630416177571;5849;0.567859457423256
1082;"HD 90156 b";"Confirmed";;;;"0.057";"0.0046";"0.0046";;;;"49.77";"0.07";"0.07";"0.25";"0.004";"0.004";"0.31";"0.1";"0.1";;;;"0.006313";2009;"2010-10-05";"113.0";"18.0";"18.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Submitted to a professional journal";"Radial Velocity";;;;;"HD 90156";155.9791667;-29.6455556;"6.95";;;;;39.6;"0.66";"0.66";"-0.24";"0.01";"0.01";"0.84";;;;;;"G5V";"4.4";;;"5599.0";"12.0";"12.0";;;;-31.4358869048167;14.0098570396734;-19.5874684488703;5451;3.09429985376171
1083;"HD 9174 b";"Confirmed";;;;"1.11";"0.14";"0.14";;;;"1179.0";"34.0";"34.0";"2.2";"0.09";"0.09";"0.12";"0.05";"0.05";;;;;2016;"2016-04-02";"101.0";"38.0";"38.0";;;;;;;;;;;;;;;;;;;;;;"20.8";"2.2";"2.2";;;;;;;;;;"Published in a refereed paper";"Radial Velocity";"Radial Velocity";;;;"HD 9174";22.504166667;-19.60444446;"8.4";;;;;78.93;"3.86";"3.86";"0.39";"0.1";"0.1";"1.03";"0.05";"0.05";"1.67";"0.07";"0.07";"G8IV";"9.0";"3.0";"3.0";"5577.0";"100.0";"100.0";;;;68.6925688472396;28.4592463783468;-26.4829601960167;17542;0.00340030280978322
1084;"HD 92788 b";"Confirmed";"27.02";"13.96";"inf";"3.76";"0.16";"0.16";;;;"325.8";"0.04";"0.04";"0.97";"0.02";"0.02";"0.35";"0.005";"0.005";"8.0";"8.0";"8.0";"0.029555";2000;"2019-04-03";"277.83";"1.0";"1.0";"2455647.14";"0.73";"0.73";;;;;;;;;;;;;;;;;;;"108.24";"0.84";"0.84";;;;;;;;;;"Published in a refereed paper";"Radial Velocity";"Radial Velocity";;;;"HD 92788";160.7;-2.1836111;"7.31";;;;;32.82;"0.06";"0.06";"0.27";"0.02";"0.02";"1.15";"0.07";"0.07";"1.14";"0.02";"0.02";"G5";"2.55";"1.51";"1.51";"5744.0";"24.0";"24.0";;;;-30.9530545228903;10.8396055345047;-1.25050692093995;4847;2.55845271100595
1085;"HD 92788 c";"Confirmed";;;;"3.76";"0.16";"0.16";;;;"11611.3";"906.0";"5055.0";"10.5";"0.55";"2.9";"0.46";"0.03";"0.12";;;;;2013;"2019-04-03";"334.3";"8.9";"6.6";"2456858.0";"200.0";"130.0";;;;;;;;;;;;;;;;;;;"33.3";"1.9";"2.3";;;;;;;;;;"Published in a refereed paper";"Radial Velocity";"Radial Velocity";;;;"HD 92788";160.7;-2.1836111;"7.31";;;;;32.82;"0.06";"0.06";"0.27";"0.02";"0.02";"1.15";"0.07";"0.07";"1.14";"0.02";"0.02";"G5";"2.55";"1.51";"1.51";"5744.0";"24.0";"24.0";;;;-30.9530545228903;10.8396055345047;-1.25050692093995;4847;2.55845271100595
1086;"HD 92987 b";"Confirmed";;;;"17.9";"1.9";"2.4";;;;"10790.0";"800.0";"850.0";"9.75";"0.6";"0.6";"0.25";"0.03";"0.03";;;;;2019;"2019-05-02";"198.4";"8.0";"6.9";"2457889.0";"180.0";"130.0";;;;;;;;;;;;;;;;;;;"162.0";"8.8";"14.0";;;;;;;;;;"Published in a refereed paper";"Radial Velocity";"Radial Velocity";;;;"HD 92987";160.900000012;-39.058611119;"7.0";;;;;43.66;"0.06";"0.06";"-0.08";"0.08";"0.08";"1.08";"0.06";"0.06";"1.58";"0.04";"0.04";"G2/3V";"7.75";"0.31";"0.31";"5779.0";"36.0";"36.0";;;;-32.0357223083525;11.0933634655258;-27.5108230193839;6837;0.238401106314959
1087;"HD 93083 b";"Confirmed";;;;"0.37";;;;;;"143.58";"0.6";"0.6";"0.477";;;"0.14";"0.03";"0.03";;;;"0.016505";2005;"2014-08-30";"333.5";"7.9";"7.9";"2453181.7";"3.0";"3.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Published in a refereed paper";"Radial Velocity";;;;;"HD 93083";161.0833333;-33.5769444;"8.3";;;;;28.9;;;"0.15";"0.06";"0.06";"0.7";"0.04";"0.04";;;;"K3 V";"6.0";;;"4995.0";"50.0";"50.0";;;;-22.7774387168724;7.80586344789744;-15.9833282307503;3600;1.04442767855917
1088;"HD 93385 A b";"Confirmed";;;;"0.0263";"0.00276";"0.00276";;;;"13.186";"0.0059";"0.0059";"0.1116";"0.0018";"0.0018";"0.15";"0.11";"0.11";;;;"0.002645";2011;"2019-12-12";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Submitted to a professional journal";"Radial Velocity";;;"HD 93385 b";;"HD 93385 A";161.5625;-41.4644444;"7.49";;;;;42.2;"1.2";"1.2";;;;;;;;;;"G2V";;;;;;;;;"HD 93385";-30.0000302194381;10.0014943113318;-27.9429472027057;6538;0.00590591077598897
1089;"HD 93385 A c";"Confirmed";;;;"0.0318";"0.00399";"0.00399";;;;"46.025";"0.00725";"0.00725";"0.257";"0.0043";"0.0043";"0.24";"0.18";"0.18";;;;"0.00609";2011;"2019-12-12";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Submitted to a professional journal";"Radial Velocity";;;"HD 93385 c";;"HD 93385 A";161.5625;-41.4644444;"7.49";;;;;42.2;"1.2";"1.2";;;;;;;;;;"G2V";;;;;;;;;"HD 93385";-30.0000302194381;10.0014943113318;-27.9429472027057;6538;0.00590591077598897
1090;"HD 9446 b";"Confirmed";;;;"0.687";"0.056";"0.056";;;;"30.0608";"0.0032";"0.0032";"0.1892";"0.006";"0.006";"0.214";"0.04";"0.04";;;;"0.003566";2010;"2020-03-06";"239.0";"11.4";"11.4";"2454854.4";"2.0";"2.0";;;;;;;;;;;;;;;;;;;"46.0";"2.0";"2.0";;;;;;;;;;"Published in a refereed paper";"Radial Velocity";"Spectrum";;;;"HD 9446";23.3333333;29.2652778;"8.35";;;;;53;"3.0";"3.0";"0.09";"0.05";"0.05";"1.0";"0.1";"0.1";"1.0";;;"G5V";;;;"5793.0";"22.0";"22.0";;;;42.4540718921543;18.3128990109818;25.909255288205;9389;0.643809981248739
1091;"HD 9446 c";"Confirmed";;;;"1.7";"0.13";"0.13";;;;"189.6";"0.13";"0.13";"0.646";"0.022";"0.022";"0.071";"0.03";"0.03";;;;"0.01234";2010;"2020-03-06";"227.6";;;"2454510.0";"70.0";"70.0";;;;;;;;;;;;;;;;;;;"60.8";"2.0";"2.0";;;;;;;;;;"Published in a refereed paper";"Radial Velocity";"Spectrum";;;;"HD 9446";23.3333333;29.2652778;"8.35";;;;;53;"3.0";"3.0";"0.09";"0.05";"0.05";"1.0";"0.1";"0.1";"1.0";;;"G5V";;;;"5793.0";"22.0";"22.0";;;;42.4540718921543;18.3128990109818;25.909255288205;9389;0.643809981248739
1092;"HD 94834 b";"Confirmed";;;;"1.26";"0.17";"0.17";"1.242";;;"1576.0";"76.0";"76.0";"2.74";"0.19";"0.19";"0.14";"0.1";"0.1";;;;;2018;"2018-12-20";"38.0";"41.0";"41.0";"2456100.0";"190.0";"190.0";;;;;;;;;;;;;;;;;;;"20.7";"2.9";"2.9";;;;;;;;;;"Published in a refereed paper";"Radial Velocity";"Radial Velocity";"Theoretical";;;"HD 94834";164.31297;24.14278;"7.6";;;;;81;;;;;;"1.11";;;"4.2";;;"K1";;;;"4798.0";;;;;;-71.161744230982;19.9852837116157;33.1299651821508;17410;3.14622460393999
1093;"HD 95086 b";"Confirmed";"2.6";"0.4";"0.4";;;;;;;;;;"61.7";"8.4";"20.7";"0.2";"0.2";"0.0";"153.0";"13.5";"9.7";;2013;"2019-04-12";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1050.0";;;;;"3.85";"Published in a refereed paper";"Imaging";"Spectrum";;;;"HD 95086";164.2625;-68.6672;"7.36";;;;;90.4;"3.3";"3.3";;;;"1.6";;;;;;"A8III";"0.017";"0.004";"0.004";"7550.0";"100.0";"100.0";"Imaging";;;-31.6533669665592;8.91971824270878;-84.2060745204942;21326;0.0159014965808686
1094;"HD 95089 b";"Confirmed";;;;"1.2";"0.1";"0.1";;;;"507.0";"16.0";"16.0";"1.51";"0.05";"0.05";"0.157";"0.086";"0.086";;;;"0.010863";2010;"2010-03-18";"317.0";"60.0";"60.0";"2454983.0";"90.0";"90.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Submitted to a professional journal";"Radial Velocity";;;;;"HD 95089";164.7;1.7291667;"7.92";;;;;139;"16.0";"16.0";"0.05";"0.03";"0.03";"1.58";"0.11";"0.11";"4.9";"0.1";"0.1";"K0 IV";"2.5";"0.9";"0.9";"5002.0";"44.0";"44.0";;;;-134.012427971711;36.6616516813481;4.1943348844127;38085;0.0821439754683054
1095;"HD 95089 c";"Confirmed";;;;"3.97";"0.59";"0.13";;;;"1860.0";"570.0";"370.0";;;;"0.294";"0.07";"0.07";;;;;2010;"2018-11-16";"74.6";"9.8";"8.1";"2455492.0";"50.0";"43.0";;;;;;;;;;;;;;;;;;;"46.1";"4.7";"5.4";;;;;;;;;;"Published in a refereed paper";"Radial Velocity";"Radial Velocity";;;;"HD 95089";164.7;1.7291667;"7.92";;;;;139;"16.0";"16.0";"0.05";"0.03";"0.03";"1.58";"0.11";"0.11";"4.9";"0.1";"0.1";"K0 IV";"2.5";"0.9";"0.9";"5002.0";"44.0";"44.0";;;;-134.012427971711;36.6616516813481;4.1943348844127;38085;0.0821439754683054
1097;"HD 95338 b";"Confirmed";"0.12406";"0.01299";"0.019";;;;"0.3551";"0.008";"0.008";"55.086";"0.019";"0.019";"0.231";"0.009";"0.005";"0.199";"0.025";"0.025";"89.35";"0.077";"0.05";;2020;"2020-03-27";"26.125";"10.6";"9.8";;;;;;;"2458585.2795";"0.002";"0.003";;;;;;;;;;;;;"8.15";"0.4";"0.4";"402.0";"9.0";"6.0";;;;;;;"Submitted to a professional journal";"Primary Transit";"Radial Velocity";"Primary Transit";;;"HD 95338";164.858333342;-56.623055573;"8.6";;;;;36.9;"0.07";"0.034";"0.04";"0.1";"0.1";"0.76";"0.1";"0.16";"0.86";"0.03";"0.01";"K0.5V";"5.08";"2.51";"2.51";"5212.0";"11.0";"36.0";;;;-19.5955731615578;5.30258219120259;-30.814057418256;5550;1.28250079286934
1098;"HD 9578 b";"Confirmed";;;;"0.62";;;;;;"494.0";;;;;;;;;;;;;2009;"2010-12-05";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Submitted to a professional journal";"Radial Velocity";;;;;"HD 9578";23.3208333;-38.245;"8.21";;;;;57.24;"2.9";"2.9";"0.11";;;"1.12";;;;;;"G1V";;;;;;;;;;41.2819520865192;17.7966147576363;-35.4330147615838;10869;0.0994011013507905
1100;"HD 96063 b";"Confirmed";;;;"0.9";"0.1";"0.1";;;;"361.1";"9.9";"9.9";"0.99";"0.03";"0.03";"0.28";"inf";"nan";;;;"0.006266";2011;"2011-09-01";"90.0";"100.0";"100.0";"2455260.0";"120.0";"120.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Published in a refereed paper";"Radial Velocity";;;;;"HD 96063";166.1833333;-2.5133333;"8.37";;;;;158;"20.0";"20.0";"-0.3";"0.03";"0.03";"1.02";"0.072";"0.072";"4.5";"0.1";"0.1";"K0";"9.0";"3.0";"3.0";"5148.0";"44.0";"44.0";;;;-153.280655390812;37.696621037838;-6.92859619927749;44168;0.0227075646292437
1102;"HD 96167 b";"Confirmed";;;;"0.68";"0.18";"0.18";;;;"498.9";"1.0";"1.0";"1.3";"0.07";"0.07";"0.71";"0.04";"0.04";;;;"0.015476";2009;"2009-04-20";"285.0";"7.0";"7.0";"2453057.0";"5.0";"5.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Published in a refereed paper";"Radial Velocity";;;;;"HD 96167";166.3125;-10.2913889;"8.09";;;;;84;"9.0";"9.0";"0.34";"0.06";"0.06";"1.31";"0.09";"0.09";"1.86";"0.07";"0.07";"G5D";"3.8";"1.0";"1.0";"5770.0";"70.0";"70.0";;;;-80.3014427070084;19.5568225001409;-15.0069648120808;19189;2.16532710798021
1103;"HD 96700 b";"Confirmed";;;;"0.0284";"0.002";"0.002";;;;"8.1256";"0.0013";"0.0013";"0.0774";"0.0012";"0.0012";"0.1";"0.05";"0.05";;;;"0.003023";2011;"2011-09-11";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Submitted to a professional journal";"Radial Velocity";;;;;"HD 96700";166.975;-30.1744444;"6.5";;;;;25.6;"0.3";"0.3";;;;;;;;;;"G0V";;;;;;;;;;-21.5617814674095;4.98784003875691;-12.8674407595081;3230;0.0543174062617537
1104;"HD 96700 c";"Confirmed";;;;"0.04";"0.005";"0.005";;;;"103.49";"0.5794";"0.5794";"0.422";"0.0073";"0.0073";"0.37";"0.19";"0.19";;;;"0.016484";2011;"2011-09-11";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Submitted to a professional journal";"Radial Velocity";;;;;"HD 96700";166.975;-30.1744444;"6.5";;;;;25.6;"0.3";"0.3";;;;;;;;;;"G0V";;;;;;;;;;-21.5617814674095;4.98784003875691;-12.8674407595081;3230;0.0543174062617537
1105;"HD 97334 b";"Confirmed";"53.0";;;;;;;;;;;;"2620.0";;;;;;;;;;2001;"2018-11-27";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Published in a refereed paper";"Imaging";"Spectrum";;"GJ 417 b";;"HD 97334";168.134793948;35.8140810126;"6.41";;;;;22.6538;"0.0197";"0.0197";"-0.01";;;"0.05";;;;;;"G0V";;;;;;;;;"GJ 417";-17.9779183741031;3.77714081784647;13.2560292929762;2326;0.728829162768418
1107;"HD 97658 b";"Confirmed";"0.02457";"0.00138";"0.00173";;;;"0.20047";"0.00848";"0.00874";"9.489295";"5e-06";"5e-06";"0.08";"0.018";"0.0017";"0.03";"0.021";"0.034";"89.6";"0.1";"0.1";"0.003777";2010;"2020-04-09";"71.0";"63.0";"65.0";;;;;;;"2456523.1254";"0.00056";"0.0006";;;;;;;;;;;;;"2.81";"0.15";"0.15";"809.0";"140.0";"103.0";;;;;;;"Submitted to a professional journal";"Primary Transit";"Radial Velocity";;;"C, O";"HD 97658";168.6375;25.7102778;"6.27";;;;;21.1;"0.33";"0.33";"-0.23";"0.03";"0.03";"0.85";"0.02";"0.02";"0.73";"0.02";"0.02";"K1V";;;;"5170.0";"44.0";"44.0";;;;-18.6384725249271;3.74548214710002;9.15361706776578;2138;0.0149202150368948
1108;"HD 98219 b";"Confirmed";;;;"1.8";"0.1";"0.1";;;;"436.9";"4.5";"4.5";"1.23";"0.03";"0.03";"0.112";"0.0";"1.888";;;;"0.009179";2011;"2021-04-13";"57.0";"30.0";"30.0";"2455140.0";"40.0";"40.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Published in a refereed paper";"Radial Velocity";;;;;"HD 98219";169.45;-23.9752778;"8.21";;;;;134;"12.0";"12.0";"-0.02";"0.03";"0.03";"1.3";"0.091";"0.091";"4.5";"0.1";"0.1";"K0III/IV";"4.0";"1.0";"1.0";"4992.0";"44.0";"44.0";;;;-120.368834030925;22.4177122044361;-54.4498849728324;36439;0.228235057856224
1109;"HD 984 b";"Confirmed";"48.0";"3.0";"3.0";;;;;;;;;;"18.0";"4.0";"10.0";;;;;;;;2017;"2019-04-12";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2730.0";;;;;;"Published in a refereed paper";"Imaging";"Spectrum";;;;"HD 984";3.54166667;-7.199166683;"7.3";;;;;47.1;"1.4";"1.4";;;;"1.2";;;;;;"F7V";"0.08";"0.05";"0.12";"6315.0";"89.0";"89.0";;;;46.6394429722886;2.88663609717516;-5.9025156736026;7872;0.0476083022400835
1110;"HD 98649 b";"Confirmed";;;;"6.79";"0.3";"0.5";;;;"6023.0";"256.0";"413.0";"6.57";"0.23";"0.31";"0.86";"0.02";"0.04";;;;;2011;"2019-04-03";"252.6";"7.0";"2.0";"2455121.7";"28.0";"16.8";;;;;;;;;;;;;;;;;;;"140.1";"6.1";"33.1";;;;;;;;;;"Submitted to a professional journal";"Radial Velocity";"Radial Velocity";;;;"HD 98649";170.2166667;-23.2172222;"8.0";;;;;40.3;"1.3";"1.3";"0.05";"0.04";"0.04";"1.03";"0.06";"0.06";"1.01";"0.02";"0.02";"G4V";"2.42";"1.62";"1.62";"5790.0";"58.0";"58.0";;;;-36.4977740469046;6.2933272434469;-15.8869922209331;6363;1.22820002120188
1111;"HD 98736 b";"Confirmed";;;;"2.33";"0.78";"0.78";;;;"968.8";"2.2";"2.2";"1.864";"0.091";"0.091";"0.226";"0.064";"0.064";;;;;2018;"2018-09-18";"162.0";"22.0";"22.0";"2463541.0";"67.0";"67.0";;;;;;;;;;;;;;;;;;;"52.0";"12.0";"12.0";;;;;;;;;;"Published in a refereed paper";"Radial Velocity";"Radial Velocity";;"HD 98736 A b";;"HD 98736";170.454166683;18.190000009;"8.52";;;;;31;;;"0.24";;;"0.92";"0.13";"0.13";"0.93";"0.04";"0.04";"G5";"7.4";"3.0";"3.0";"5544.0";;;;;"HD 98736 A";-29.0430250764809;4.88402213780087;9.67724248762899;4133;0.0462685973229021
1112;"HD 99109 b";"Confirmed";;;;"0.502";"0.07";"0.07";;;;"439.3";"5.6";"5.6";"1.105";"0.065";"0.065";"0.09";"0.16";"0.16";;;;"0.018264";2006;"2006-07-14";"256.0";;;"11310.0";"80.0";"80.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Published in a refereed paper";"Radial Velocity";;;;;"HD 99109";171.0708333;-1.5288889;"9.1";;;;;60.5;"4.8";"4.8";"0.315";;;"0.93";;;;;;"K0";"12.2";"nan";"inf";"5272.0";;;;;;-59.7455223703545;9.387061181147;-1.61419920544777;12153;2.83269780391493
1113;"HD 99492 b";"Confirmed";;;;"0.079";"0.006";"0.006";;;;"17.054";"0.003";"0.003";"0.123";"0.001";"0.001";"0.07";"0.06";"0.06";;;;"0.006844";2004;"2016-03-03";"240.7";"75.4";"75.4";"2453776.317";"3.39";"3.39";;;;;;;;;;;;;;;;;;;"6.98";"0.53";"0.53";;;;;;;;;;"Published in a refereed paper";"Radial Velocity";"Radial Velocity";;;;"HD 99492";171.6916667;3.0061111;"7.38";;;;;18;"1.14";"1.14";"0.36";;;"0.83";;;"0.96";"0.11";"0.11";"K2V";"4.0";;;"4740.0";;;;;;-17.7865770939635;2.59742303576202;0.94396443459787;1500;0.043486921451095
